1.0000,0.4424,0.2942,0.0129,0.4424,0.3862,0.3862,0.3862,0.3862,0.3862,0.1136,0.1708,0.4424,0.1301,0.2241,0.3862,0.2942,0.3369,0.4424,0.0057,0.4424,0.2241,0.3369,0.1708,0.1136,0.0756,0.4424,0.1490,0.0756,0.0383,0.4424,0.0439,0.1301,0.2241,0.2568,0.0756,0.3862,0.4424,0.2942,0.2942,0.1957,0.0113,0.4424,0.1490,0.4424,0.4424,0.3862,0.5806,0.3369,0.3369,0.3862,0.3369,0.1301,0.1490,0.4424,0.4424,0.3862,0.3369,0.2568,0.4424,0.0255,0.4424,0.0991,0.0659,0.0659,0.0169,0.1301,0.0991,0.3862,0.4424,0.4424,0.0991,0.4424,0.4424,0.3862,0.0033,0.3862,0.3862,0.2942,0.1136,0.1708,0.4424,0.4424,0.4424,0.0659,0.0222,0.1301,0.3862,0.4424,0.2942,0.2942,0.4424,0.1708,0.4424,0.0222,0.1490,0.2568,0.0659,0.3862,0.0075,0.3862,0.4424,0.3369,0.4424
0.4424,1.0000,0.6650,0.0222,0.7617,0.6650,0.6650,0.6650,0.6650,0.6650,0.1957,0.2942,0.7617,0.2241,0.3862,0.6650,0.5068,0.5806,0.7617,0.0129,1.0000,0.3862,0.5806,0.2942,0.1957,0.1301,0.7617,0.2568,0.1301,0.0502,0.7617,0.0756,0.2241,0.3862,0.4424,0.1708,0.6650,0.7617,0.5068,0.5068,0.3369,0.0148,0.7617,0.3369,0.7617,0.7617,0.6650,0.7617,0.5806,0.5806,0.8730,0.5806,0.1708,0.2568,0.7617,0.7617,0.6650,0.5806,0.4424,0.7617,0.0334,0.7617,0.2241,0.0865,0.1490,0.0222,0.2241,0.1708,0.6650,1.0000,0.7617,0.1708,0.7617,0.7617,0.6650,0.0075,0.6650,0.6650,0.5068,0.1957,0.3862,1.0000,0.7617,0.7617,0.1136,0.0383,0.2241,0.5068,1.0000,0.5068,0.5068,1.0000,0.2942,1.0000,0.0222,0.2568,0.4424,0.1136,0.6650,0.0129,0.6650,0.7617,0.5806,0.7617
0.2942,0.6650,1.0000,0.0194,0.5068,0.4424,0.4424,0.4424,0.4424,0.4424,0.1301,0.1957,0.5068,0.1957,0.3369,0.4424,0.3369,0.3862,0.5068,0.0113,0.6650,0.2568,0.3862,0.2568,0.1301,0.1136,0.5068,0.1708,0.1136,0.0576,0.5068,0.0502,0.1490,0.3369,0.2942,0.1490,0.4424,0.5068,0.3369,0.3369,0.2241,0.0169,0.5068,0.2942,0.5068,0.5068,0.4424,0.5068,0.5068,0.5068,0.5806,0.3862,0.1490,0.2241,0.5068,0.5068,0.4424,0.3862,0.2942,0.5068,0.0502,0.5068,0.1957,0.0991,0.0991,0.0334,0.1957,0.1490,0.4424,0.6650,0.5068,0.1490,0.5068,0.5068,0.4424,0.0086,0.4424,0.4424,0.3369,0.1301,0.2568,0.6650,0.5068,0.5068,0.0756,0.0334,0.1490,0.3369,0.6650,0.3369,0.3369,0.6650,0.2568,0.6650,0.0255,0.2241,0.2942,0.0991,0.4424,0.0194,0.4424,0.6650,0.3862,0.5068
0.0129,0.0222,0.0194,1.0000,0.0222,0.0334,0.0194,0.0194,0.0255,0.0334,0.0222,0.0194,0.0292,0.0439,0.0439,0.0334,0.0255,0.0169,0.0292,0.0098,0.0222,0.0439,0.0292,0.0113,0.0129,0.0334,0.0222,0.0098,0.0439,0.0098,0.0222,0.0255,0.0148,0.0334,0.0502,0.0334,0.0194,0.0222,0.0255,0.0334,0.0292,0.0086,0.0222,0.0169,0.0292,0.0292,0.0255,0.0222,0.0222,0.0383,0.0255,0.0292,0.0334,0.0502,0.0292,0.0292,0.0334,0.0222,0.0292,0.0222,0.0065,0.0222,0.0255,0.0169,0.0383,0.0025,0.0255,0.0113,0.0255,0.0222,0.0222,0.0148,0.0222,0.0222,0.0334,0.0169,0.0334,0.0194,0.0194,0.0169,0.0113,0.0222,0.0292,0.0292,0.0865,0.0043,0.0113,0.0194,0.0222,0.0148,0.0148,0.0222,0.0255,0.0222,0.0222,0.0292,0.0222,0.0098,0.0194,0.0033,0.0255,0.0222,0.0383,0.0222
0.4424,0.7617,0.5068,0.0222,1.0000,0.6650,0.6650,0.6650,0.6650,0.6650,0.1957,0.3862,0.7617,0.2241,0.3862,0.6650,0.6650,0.5806,0.7617,0.0129,0.7617,0.3862,0.5806,0.2942,0.2568,0.1301,0.7617,0.2568,0.1708,0.0659,0.7617,0.0756,0.2942,0.3862,0.4424,0.1708,0.6650,0.7617,0.5068,0.5068,0.3369,0.0113,0.7617,0.2568,0.7617,0.7617,0.6650,0.7617,0.5806,0.5806,0.6650,0.5806,0.1708,0.2568,0.7617,0.7617,0.6650,0.5806,0.4424,0.7617,0.0334,0.7617,0.1708,0.1136,0.1136,0.0169,0.2241,0.1708,0.6650,0.7617,0.7617,0.1708,0.7617,0.7617,0.6650,0.0075,0.6650,0.6650,0.5068,0.1957,0.2942,0.7617,0.7617,0.7617,0.1136,0.0292,0.2942,0.5068,0.7617,0.5068,0.5068,0.7617,0.2942,0.7617,0.0169,0.3369,0.4424,0.0865,0.8730,0.0098,0.6650,0.7617,0.5806,0.7617
0.3862,0.6650,0.4424,0.0334,0.6650,1.0000,0.5806,0.5806,0.5806,0.7617,0.1708,0.2568,0.6650,0.1957,0.4424,0.7617,0.4424,0.5068,0.6650,0.0113,0.6650,0.3369,0.6650,0.2568,0.2241,0.1490,0.6650,0.2241,0.1136,0.0576,0.6650,0.0865,0.1957,0.4424,0.3862,0.1136,0.5806,0.6650,0.5806,0.4424,0.3862,0.0129,0.6650,0.2942,0.6650,0.6650,0.5806,0.6650,0.5068,0.5068,0.5806,0.5068,0.1490,0.2241,0.6650,0.6650,0.7617,0.5068,0.3862,0.6650,0.0292,0.6650,0.1957,0.0756,0.1301,0.0194,0.2568,0.1490,0.5806,0.6650,0.6650,0.1957,0.6650,0.6650,0.7617,0.0065,0.5806,0.5806,0.4424,0.2241,0.2568,0.6650,0.6650,0.6650,0.1708,0.0255,0.1957,0.4424,0.6650,0.4424,0.4424,0.6650,0.3369,0.6650,0.0194,0.2942,0.5068,0.0991,0.5806,0.0086,0.5806,0.6650,0.6650,0.6650
0.3862,0.6650,0.4424,0.0194,0.6650,0.5806,1.0000,0.5806,0.5806,0.5806,0.1301,0.2568,0.6650,0.1957,0.3369,0.5806,0.4424,0.5068,0.6650,0.0148,0.6650,0.3369,0.5068,0.2568,0.1708,0.1490,0.6650,0.2241,0.1136,0.0576,0.6650,0.0865,0.1957,0.3369,0.3862,0.1136,0.5806,0.6650,0.4424,0.4424,0.3862,0.0098,0.6650,0.2241,0.6650,0.6650,0.5806,0.6650,0.5068,0.5068,0.5806,0.5068,0.1490,0.2241,0.6650,0.6650,0.5806,0.5068,0.3862,0.6650,0.0222,0.6650,0.1957,0.0756,0.0991,0.0255,0.1957,0.1490,0.5806,0.6650,0.6650,0.1957,0.6650,0.6650,0.5806,0.0065,0.5806,0.5806,0.4424,0.1708,0.2568,0.6650,0.6650,0.6650,0.0991,0.0255,0.1957,0.4424,0.6650,0.4424,0.4424,0.6650,0.3369,0.6650,0.0148,0.2241,0.5068,0.0991,0.5806,0.0086,0.5806,0.6650,0.5068,0.6650
0.3862,0.6650,0.4424,0.0194,0.6650,0.5806,0.5806,1.0000,0.5806,0.5806,0.1301,0.2568,0.6650,0.1957,0.3369,0.5806,0.4424,0.5068,0.6650,0.0113,0.6650,0.3369,0.5068,0.2568,0.2942,0.1136,0.6650,0.2241,0.1136,0.0439,0.8730,0.0865,0.1957,0.3369,0.3862,0.1136,0.5806,0.6650,0.4424,0.4424,0.2942,0.0129,0.6650,0.2241,0.6650,0.6650,0.5806,0.6650,0.5068,0.5068,0.5806,0.5068,0.1957,0.2241,0.6650,0.6650,0.5806,0.5068,0.3862,0.6650,0.0222,0.6650,0.1490,0.1301,0.0991,0.0194,0.2568,0.1957,0.7617,0.6650,0.8730,0.1490,0.6650,0.6650,0.5806,0.0065,0.5806,0.5806,0.4424,0.1708,0.3369,0.6650,0.6650,0.6650,0.0991,0.0255,0.1957,0.4424,0.6650,0.4424,0.4424,0.6650,0.2568,0.6650,0.0148,0.2241,0.3862,0.0756,0.7617,0.0113,0.5806,0.6650,0.5068,0.6650
0.3862,0.6650,0.4424,0.0255,0.6650,0.5806,0.5806,0.5806,1.0000,0.7617,0.1301,0.2568,0.6650,0.1957,0.3369,0.5806,0.4424,0.5068,0.6650,0.0113,0.6650,0.4424,0.6650,0.2568,0.1708,0.1136,0.6650,0.2241,0.1490,0.0439,0.6650,0.0659,0.1957,0.3369,0.5068,0.1136,0.7617,0.6650,0.4424,0.4424,0.2942,0.0129,0.6650,0.2241,0.8730,0.6650,0.5806,0.6650,0.5068,0.5068,0.5806,0.5068,0.1490,0.2241,0.6650,0.6650,0.7617,0.5068,0.3862,0.6650,0.0222,0.6650,0.1490,0.0756,0.0991,0.0194,0.1957,0.1490,0.5806,0.6650,0.6650,0.1490,0.6650,0.6650,0.5806,0.0050,0.5806,0.5806,0.4424,0.1708,0.2568,0.6650,0.6650,0.6650,0.0991,0.0334,0.1957,0.4424,0.6650,0.4424,0.4424,0.6650,0.2568,0.6650,0.0148,0.2241,0.3862,0.0756,0.5806,0.0113,0.5806,0.6650,0.6650,0.6650
0.3862,0.6650,0.4424,0.0334,0.6650,0.7617,0.5806,0.5806,0.7617,1.0000,0.1301,0.2568,0.6650,0.1957,0.3369,0.5806,0.4424,0.5068,0.6650,0.0113,0.6650,0.4424,0.8730,0.2568,0.1708,0.1136,0.6650,0.2241,0.1136,0.0576,0.6650,0.0659,0.1957,0.4424,0.5068,0.1136,0.5806,0.6650,0.4424,0.4424,0.2942,0.0169,0.6650,0.2241,0.8730,0.6650,0.5806,0.6650,0.5068,0.5068,0.5806,0.5068,0.1490,0.2241,0.6650,0.6650,1.0000,0.5068,0.3862,0.6650,0.0222,0.6650,0.1490,0.0756,0.0991,0.0148,0.2568,0.1490,0.5806,0.6650,0.6650,0.1490,0.6650,0.6650,0.7617,0.0050,0.5806,0.5806,0.4424,0.1708,0.2568,0.6650,0.6650,0.6650,0.1301,0.0255,0.1957,0.4424,0.6650,0.4424,0.4424,0.6650,0.2568,0.6650,0.0148,0.2241,0.3862,0.0991,0.5806,0.0113,0.5806,0.6650,0.6650,0.6650
